day_number,process,floor,trade,is_invalid,is_rework,daily_work_done,efficiency,start_day,complete_day,recorded_at
1,Gravel base layer,1,Gravel,TRUE,TRUE,0,0.00%,0,null,2025-03-25 11:54:28.699895+00
1,Partition phase 1,1,Partition,FALSE,TRUE,54,98.18%,0,null,2025-03-25 11:54:28.699895+00
2,Gravel base layer,1,Gravel,FALSE,TRUE,34,100.00%,0,null,2025-03-25 11:54:28.699895+00
2,Partition phase 1,1,Partition,TRUE,TRUE,0,0.00%,0,null,2025-03-25 11:54:28.699895+00
3,Gravel base layer,1,Gravel,FALSE,TRUE,31,91.18%,0,null,2025-03-25 11:54:28.699895+00
3,Partition phase 1,1,Partition,TRUE,TRUE,0,0.00%,0,null,2025-03-25 11:54:28.699895+00
4,Gravel base layer,1,Gravel,FALSE,TRUE,37,108.82%,0,null,2025-03-25 11:54:28.699895+00
4,Partition phase 1,1,Partition,TRUE,TRUE,0,0.00%,0,null,2025-03-25 11:54:28.699895+00
5,Gravel base layer,1,Gravel,FALSE,TRUE,36,105.88%,0,null,2025-03-25 11:54:28.699895+00
5,Partition phase 1,1,Partition,TRUE,TRUE,0,0.00%,0,null,2025-03-25 11:54:28.699895+00
6,Gravel base layer,1,Gravel,TRUE,TRUE,0,0.00%,0,null,2025-03-25 11:54:28.699895+00
6,Partition phase 1,1,Partition,FALSE,TRUE,53,96.36%,0,null,2025-03-25 11:54:28.699895+00
7,Gravel base layer,1,Gravel,FALSE,TRUE,37,108.82%,0,7,2025-03-25 11:54:28.699895+00
7,Partition phase 1,1,Partition,FALSE,TRUE,54,98.18%,0,null,2025-03-25 11:54:28.699895+00
8,Electric conduits in the floor,1,Electricity,FALSE,TRUE,51,100.00%,7,null,2025-03-25 11:54:28.699895+00
8,Gravel base layer,2,Gravel,TRUE,TRUE,0,0.00%,7,null,2025-03-25 11:54:28.699895+00
8,Partition phase 1,1,Partition,FALSE,TRUE,60,109.09%,0,null,2025-03-25 11:54:28.699895+00
8,Pipes in the floor,1,Plumbing,FALSE,TRUE,74,107.25%,7,null,2025-03-25 11:54:28.699895+00
9,Electric conduits in the floor,1,Electricity,TRUE,TRUE,0,0.00%,7,null,2025-03-25 11:54:28.699895+00
9,Gravel base layer,2,Gravel,FALSE,TRUE,33,97.06%,7,null,2025-03-25 11:54:28.699895+00
9,Partition phase 1,1,Partition,FALSE,TRUE,53,96.36%,0,null,2025-03-25 11:54:28.699895+00
9,Pipes in the floor,1,Plumbing,TRUE,TRUE,0,0.00%,7,null,2025-03-25 11:54:28.699895+00
10,Electric conduits in the floor,1,Electricity,TRUE,TRUE,0,0.00%,7,null,2025-03-25 11:54:28.699895+00
10,Gravel base layer,2,Gravel,FALSE,TRUE,36,105.88%,7,null,2025-03-25 11:54:28.699895+00
10,Partition phase 1,1,Partition,FALSE,TRUE,54,98.18%,0,null,2025-03-25 11:54:28.699895+00
10,Pipes in the floor,1,Plumbing,FALSE,TRUE,66,95.65%,7,10,2025-03-25 11:54:28.699895+00
11,Electric conduits in the floor,1,Electricity,FALSE,TRUE,54,105.88%,7,11,2025-03-25 11:54:28.699895+00
11,Gravel base layer,2,Gravel,FALSE,TRUE,33,97.06%,7,null,2025-03-25 11:54:28.699895+00
11,Partition phase 1,1,Partition,FALSE,TRUE,55,100.00%,0,null,2025-03-25 11:54:28.699895+00
12,Floor tiling,1,Tiling,FALSE,TRUE,61,98.39%,11,null,2025-03-25 11:54:28.699895+00
12,Gravel base layer,2,Gravel,FALSE,TRUE,31,91.18%,7,null,2025-03-25 11:54:28.699895+00
12,Partition phase 1,1,Partition,FALSE,TRUE,60,109.09%,0,null,2025-03-25 11:54:28.699895+00
13,Floor tiling,1,Tiling,TRUE,TRUE,0,0.00%,11,null,2025-03-25 11:54:28.699895+00
13,Gravel base layer,2,Gravel,FALSE,TRUE,33,97.06%,7,13,2025-03-25 11:54:28.699895+00
13,Partition phase 1,1,Partition,TRUE,TRUE,0,0.00%,0,null,2025-03-25 11:54:28.699895+00
14,Electric conduits in the floor,2,Electricity,FALSE,TRUE,56,109.80%,13,null,2025-03-25 11:54:28.699895+00
14,Floor tiling,1,Tiling,FALSE,TRUE,56,90.32%,11,null,2025-03-25 11:54:28.699895+00
14,Gravel base layer,3,Gravel,TRUE,TRUE,0,0.00%,13,null,2025-03-25 11:54:28.699895+00
14,Partition phase 1,1,Partition,TRUE,TRUE,0,0.00%,0,null,2025-03-25 11:54:28.699895+00
14,Pipes in the floor,2,Plumbing,TRUE,TRUE,0,0.00%,13,null,2025-03-25 11:54:28.699895+00
15,Electric conduits in the floor,2,Electricity,FALSE,TRUE,49,96.08%,13,15,2025-03-25 11:54:28.699895+00
15,Floor tiling,1,Tiling,TRUE,TRUE,0,0.00%,11,null,2025-03-25 11:54:28.699895+00
15,Gravel base layer,3,Gravel,FALSE,TRUE,36,105.88%,13,null,2025-03-25 11:54:28.699895+00
15,Partition phase 1,1,Partition,TRUE,TRUE,0,0.00%,0,null,2025-03-25 11:54:28.699895+00
15,Pipes in the floor,2,Plumbing,TRUE,TRUE,0,0.00%,13,null,2025-03-25 11:54:28.699895+00
16,Floor tiling,1,Tiling,TRUE,TRUE,0,0.00%,11,null,2025-03-25 11:54:28.699895+00
16,Gravel base layer,3,Gravel,TRUE,TRUE,0,0.00%,13,null,2025-03-25 11:54:28.699895+00
16,Partition phase 1,1,Partition,TRUE,TRUE,0,0.00%,0,null,2025-03-25 11:54:28.699895+00
16,Pipes in the floor,2,Plumbing,TRUE,TRUE,0,0.00%,13,null,2025-03-25 11:54:28.699895+00
17,Floor tiling,1,Tiling,TRUE,TRUE,0,0.00%,11,null,2025-03-25 11:54:28.699895+00
17,Gravel base layer,3,Gravel,TRUE,TRUE,0,0.00%,13,null,2025-03-25 11:54:28.699895+00
17,Partition phase 1,1,Partition,TRUE,TRUE,0,0.00%,0,null,2025-03-25 11:54:28.699895+00
17,Pipes in the floor,2,Plumbing,FALSE,TRUE,72,104.35%,13,null,2025-03-25 11:54:28.699895+00
18,Floor tiling,1,Tiling,TRUE,TRUE,0,0.00%,11,null,2025-03-25 11:54:28.699895+00
18,Gravel base layer,3,Gravel,TRUE,TRUE,0,0.00%,13,null,2025-03-25 11:54:28.699895+00
18,Partition phase 1,1,Partition,FALSE,TRUE,53,96.36%,0,null,2025-03-25 11:54:28.699895+00
18,Pipes in the floor,2,Plumbing,TRUE,TRUE,0,0.00%,13,null,2025-03-25 11:54:28.699895+00
19,Floor tiling,1,Tiling,FALSE,TRUE,66,106.45%,11,null,2025-03-25 11:54:28.699895+00
19,Gravel base layer,3,Gravel,TRUE,TRUE,0,0.00%,13,null,2025-03-25 11:54:28.699895+00
19,Partition phase 1,1,Partition,TRUE,TRUE,0,0.00%,0,null,2025-03-25 11:54:28.699895+00
19,Pipes in the floor,2,Plumbing,FALSE,TRUE,68,98.55%,13,19,2025-03-25 11:54:28.699895+00
20,Floor tiling,1,Tiling,TRUE,TRUE,0,0.00%,11,null,2025-03-25 11:54:28.699895+00
20,Gravel base layer,3,Gravel,TRUE,TRUE,0,0.00%,13,null,2025-03-25 11:54:28.699895+00
20,Partition phase 1,1,Partition,TRUE,TRUE,0,0.00%,0,null,2025-03-25 11:54:28.699895+00
21,Floor tiling,1,Tiling,TRUE,TRUE,0,0.00%,11,null,2025-03-25 11:54:28.699895+00
21,Gravel base layer,3,Gravel,TRUE,TRUE,0,0.00%,13,null,2025-03-25 11:54:28.699895+00
21,Partition phase 1,1,Partition,TRUE,TRUE,0,0.00%,0,null,2025-03-25 11:54:28.699895+00
22,Floor tiling,1,Tiling,TRUE,TRUE,0,0.00%,11,null,2025-03-25 11:54:28.699895+00
22,Gravel base layer,3,Gravel,FALSE,TRUE,37,108.82%,13,null,2025-03-25 11:54:28.699895+00
22,Partition phase 1,1,Partition,TRUE,TRUE,0,0.00%,0,null,2025-03-25 11:54:28.699895+00
23,Floor tiling,1,Tiling,FALSE,TRUE,66,106.45%,11,null,2025-03-25 11:54:28.699895+00
23,Gravel base layer,3,Gravel,TRUE,TRUE,0,0.00%,13,null,2025-03-25 11:54:28.699895+00
23,Partition phase 1,1,Partition,FALSE,TRUE,51,92.73%,0,null,2025-03-25 11:54:28.699895+00
24,Floor tiling,1,Tiling,FALSE,TRUE,57,91.94%,11,null,2025-03-25 11:54:28.699895+00
24,Gravel base layer,3,Gravel,TRUE,TRUE,0,0.00%,13,null,2025-03-25 11:54:28.699895+00
24,Partition phase 1,1,Partition,FALSE,TRUE,55,100.00%,0,null,2025-03-25 11:54:28.699895+00
25,Floor tiling,1,Tiling,FALSE,TRUE,65,104.84%,11,null,2025-03-25 11:54:28.699895+00
25,Gravel base layer,3,Gravel,FALSE,TRUE,37,108.82%,13,null,2025-03-25 11:54:28.699895+00
25,Partition phase 1,1,Partition,FALSE,TRUE,53,96.36%,0,null,2025-03-25 11:54:28.699895+00
26,Floor tiling,1,Tiling,TRUE,TRUE,0,0.00%,11,null,2025-03-25 11:54:28.699895+00
26,Gravel base layer,3,Gravel,TRUE,TRUE,0,0.00%,13,null,2025-03-25 11:54:28.699895+00
26,Partition phase 1,1,Partition,TRUE,TRUE,0,0.00%,0,null,2025-03-25 11:54:28.699895+00
27,Floor tiling,1,Tiling,FALSE,TRUE,64,103.23%,11,null,2025-03-25 11:54:28.699895+00
27,Gravel base layer,3,Gravel,FALSE,TRUE,35,102.94%,13,null,2025-03-25 11:54:28.699895+00
27,Partition phase 1,1,Partition,TRUE,TRUE,0,0.00%,0,null,2025-03-25 11:54:28.699895+00
28,Floor tiling,1,Tiling,FALSE,TRUE,56,90.32%,11,null,2025-03-25 11:54:28.699895+00
28,Gravel base layer,3,Gravel,TRUE,TRUE,0,0.00%,13,null,2025-03-25 11:54:28.699895+00
28,Partition phase 1,1,Partition,FALSE,TRUE,59,107.27%,0,null,2025-03-25 11:54:28.699895+00
29,Floor tiling,1,Tiling,FALSE,TRUE,62,100.00%,11,null,2025-03-25 11:54:28.699895+00
29,Gravel base layer,3,Gravel,TRUE,TRUE,0,0.00%,13,null,2025-03-25 11:54:28.699895+00
29,Partition phase 1,1,Partition,FALSE,TRUE,59,107.27%,0,29,2025-03-25 11:54:28.699895+00
30,Floor tiling,1,Tiling,TRUE,TRUE,0,0.00%,11,null,2025-03-25 11:54:28.699895+00
30,Gravel base layer,3,Gravel,TRUE,TRUE,0,0.00%,13,null,2025-03-25 11:54:28.699895+00
30,Partition phase 1,2,Partition,TRUE,TRUE,0,0.00%,29,null,2025-03-25 11:54:28.699895+00
30,Pipes in the wall,1,Plumbing,TRUE,TRUE,0,0.00%,29,null,2025-03-25 11:54:28.699895+00
31,Floor tiling,1,Tiling,TRUE,TRUE,0,0.00%,11,null,2025-03-25 11:54:28.699895+00
31,Gravel base layer,3,Gravel,FALSE,TRUE,35,102.94%,13,31,2025-03-25 11:54:28.699895+00
31,Partition phase 1,2,Partition,FALSE,TRUE,60,109.09%,29,null,2025-03-25 11:54:28.699895+00
31,Pipes in the wall,1,Plumbing,TRUE,TRUE,0,0.00%,29,null,2025-03-25 11:54:28.699895+00
32,Electric conduits in the floor,3,Electricity,FALSE,TRUE,51,100.00%,31,null,2025-03-25 11:54:28.699895+00
32,Floor tiling,1,Tiling,FALSE,TRUE,64,103.23%,11,null,2025-03-25 11:54:28.699895+00
32,Gravel base layer,4,Gravel,TRUE,TRUE,0,0.00%,31,null,2025-03-25 11:54:28.699895+00
32,Partition phase 1,2,Partition,FALSE,TRUE,52,94.55%,29,null,2025-03-25 11:54:28.699895+00
32,Pipes in the wall,1,Plumbing,FALSE,TRUE,35,94.59%,29,null,2025-03-25 11:54:28.699895+00
33,Electric conduits in the floor,3,Electricity,FALSE,TRUE,53,103.92%,31,33,2025-03-25 11:54:28.699895+00
33,Floor tiling,1,Tiling,FALSE,TRUE,66,106.45%,11,null,2025-03-25 11:54:28.699895+00
33,Gravel base layer,4,Gravel,TRUE,TRUE,0,0.00%,31,null,2025-03-25 11:54:28.699895+00
33,Partition phase 1,2,Partition,FALSE,TRUE,52,94.55%,29,null,2025-03-25 11:54:28.699895+00
33,Pipes in the wall,1,Plumbing,FALSE,TRUE,33,89.19%,29,null,2025-03-25 11:54:28.699895+00
34,Floor tiling,1,Tiling,FALSE,TRUE,59,95.16%,11,null,2025-03-25 11:54:28.699895+00
34,Gravel base layer,4,Gravel,TRUE,TRUE,0,0.00%,31,null,2025-03-25 11:54:28.699895+00
34,Partition phase 1,2,Partition,FALSE,TRUE,58,105.45%,29,null,2025-03-25 11:54:28.699895+00
34,Pipes in the wall,1,Plumbing,FALSE,TRUE,33,89.19%,29,null,2025-03-25 11:54:28.699895+00
35,Floor tiling,1,Tiling,FALSE,TRUE,56,90.32%,11,35,2025-03-25 11:54:28.699895+00
35,Gravel base layer,4,Gravel,TRUE,TRUE,0,0.00%,31,null,2025-03-25 11:54:28.699895+00
35,Partition phase 1,2,Partition,TRUE,TRUE,0,0.00%,29,null,2025-03-25 11:54:28.699895+00
35,Pipes in the wall,1,Plumbing,FALSE,TRUE,37,100.00%,29,null,2025-03-25 11:54:28.699895+00
36,Floor tiling,2,Tiling,FALSE,TRUE,63,101.61%,35,null,2025-03-25 11:54:28.699895+00
36,Gravel base layer,4,Gravel,TRUE,TRUE,0,0.00%,31,null,2025-03-25 11:54:28.699895+00
36,Partition phase 1,2,Partition,FALSE,TRUE,58,105.45%,29,null,2025-03-25 11:54:28.699895+00
36,Pipes in the wall,1,Plumbing,FALSE,TRUE,37,100.00%,29,null,2025-03-25 11:54:28.699895+00
37,Floor tiling,2,Tiling,TRUE,TRUE,0,0.00%,35,null,2025-03-25 11:54:28.699895+00
37,Gravel base layer,4,Gravel,FALSE,TRUE,35,102.94%,31,null,2025-03-25 11:54:28.699895+00
37,Partition phase 1,2,Partition,TRUE,TRUE,0,0.00%,29,null,2025-03-25 11:54:28.699895+00
37,Pipes in the wall,1,Plumbing,TRUE,TRUE,0,0.00%,29,null,2025-03-25 11:54:28.699895+00
38,Floor tiling,2,Tiling,FALSE,TRUE,63,101.61%,35,null,2025-03-25 11:54:28.699895+00
38,Gravel base layer,4,Gravel,TRUE,TRUE,0,0.00%,31,null,2025-03-25 11:54:28.699895+00
38,Partition phase 1,2,Partition,TRUE,TRUE,0,0.00%,29,null,2025-03-25 11:54:28.699895+00
38,Pipes in the wall,1,Plumbing,FALSE,TRUE,35,94.59%,29,38,2025-03-25 11:54:28.699895+00
39,Floor tiling,2,Tiling,TRUE,TRUE,0,0.00%,35,null,2025-03-25 11:54:28.699895+00
39,Gravel base layer,4,Gravel,FALSE,TRUE,31,91.18%,31,null,2025-03-25 11:54:28.699895+00
39,Partition phase 1,2,Partition,TRUE,TRUE,0,0.00%,29,null,2025-03-25 11:54:28.699895+00
39,Pipes in the floor,3,Plumbing,TRUE,TRUE,0,0.00%,38,null,2025-03-25 11:54:28.699895+00
40,Floor tiling,2,Tiling,FALSE,TRUE,58,93.55%,35,null,2025-03-25 11:54:28.699895+00
40,Gravel base layer,4,Gravel,FALSE,TRUE,31,91.18%,31,null,2025-03-25 11:54:28.699895+00
40,Partition phase 1,2,Partition,TRUE,TRUE,0,0.00%,29,null,2025-03-25 11:54:28.699895+00
40,Pipes in the floor,3,Plumbing,FALSE,TRUE,72,104.35%,38,null,2025-03-25 11:54:28.699895+00
41,Floor tiling,2,Tiling,TRUE,TRUE,0,0.00%,35,null,2025-03-25 11:54:28.699895+00
41,Gravel base layer,4,Gravel,FALSE,TRUE,34,100.00%,31,null,2025-03-25 11:54:28.699895+00
41,Partition phase 1,2,Partition,TRUE,TRUE,0,0.00%,29,null,2025-03-25 11:54:28.699895+00
41,Pipes in the floor,3,Plumbing,FALSE,TRUE,74,107.25%,38,41,2025-03-25 11:54:28.699895+00
42,Floor tiling,2,Tiling,FALSE,TRUE,56,90.32%,35,null,2025-03-25 11:54:28.699895+00
42,Gravel base layer,4,Gravel,TRUE,TRUE,0,0.00%,31,null,2025-03-25 11:54:28.699895+00
42,Partition phase 1,2,Partition,TRUE,TRUE,0,0.00%,29,null,2025-03-25 11:54:28.699895+00
43,Floor tiling,2,Tiling,FALSE,TRUE,64,103.23%,35,null,2025-03-25 11:54:28.699895+00
43,Gravel base layer,4,Gravel,TRUE,TRUE,0,0.00%,31,null,2025-03-25 11:54:28.699895+00
43,Partition phase 1,2,Partition,TRUE,TRUE,0,0.00%,29,null,2025-03-25 11:54:28.699895+00
44,Floor tiling,2,Tiling,TRUE,TRUE,0,0.00%,35,null,2025-03-25 11:54:28.699895+00
44,Gravel base layer,4,Gravel,FALSE,TRUE,33,97.06%,31,44,2025-03-25 11:54:28.699895+00
44,Partition phase 1,2,Partition,FALSE,TRUE,50,90.91%,29,null,2025-03-25 11:54:28.699895+00
45,Electric conduits in the floor,4,Electricity,FALSE,TRUE,54,105.88%,44,null,2025-03-25 11:54:28.699895+00
45,Floor tiling,2,Tiling,TRUE,TRUE,0,0.00%,35,null,2025-03-25 11:54:28.699895+00
45,Gravel base layer,5,Gravel,FALSE,TRUE,37,108.82%,44,null,2025-03-25 11:54:28.699895+00
45,Partition phase 1,2,Partition,FALSE,TRUE,53,96.36%,29,null,2025-03-25 11:54:28.699895+00
45,Pipes in the floor,4,Plumbing,FALSE,TRUE,72,104.35%,44,null,2025-03-25 11:54:28.699895+00
46,Electric conduits in the floor,4,Electricity,FALSE,TRUE,54,105.88%,44,46,2025-03-25 11:54:28.699895+00
46,Floor tiling,2,Tiling,TRUE,TRUE,0,0.00%,35,null,2025-03-25 11:54:28.699895+00
46,Gravel base layer,5,Gravel,TRUE,TRUE,0,0.00%,44,null,2025-03-25 11:54:28.699895+00
46,Partition phase 1,2,Partition,FALSE,TRUE,60,109.09%,29,null,2025-03-25 11:54:28.699895+00
46,Pipes in the floor,4,Plumbing,TRUE,TRUE,0,0.00%,44,null,2025-03-25 11:54:28.699895+00
47,Floor tiling,2,Tiling,TRUE,TRUE,0,0.00%,35,null,2025-03-25 11:54:28.699895+00
47,Gravel base layer,5,Gravel,TRUE,TRUE,0,0.00%,44,null,2025-03-25 11:54:28.699895+00
47,Partition phase 1,2,Partition,TRUE,TRUE,0,0.00%,29,null,2025-03-25 11:54:28.699895+00
47,Pipes in the floor,4,Plumbing,TRUE,TRUE,0,0.00%,44,null,2025-03-25 11:54:28.699895+00
48,Floor tiling,2,Tiling,FALSE,TRUE,63,101.61%,35,null,2025-03-25 11:54:28.699895+00
48,Gravel base layer,5,Gravel,FALSE,TRUE,33,97.06%,44,null,2025-03-25 11:54:28.699895+00
48,Partition phase 1,2,Partition,FALSE,TRUE,55,100.00%,29,null,2025-03-25 11:54:28.699895+00
48,Pipes in the floor,4,Plumbing,FALSE,TRUE,72,104.35%,44,48,2025-03-25 11:54:28.699895+00
49,Floor tiling,2,Tiling,FALSE,TRUE,64,103.23%,35,null,2025-03-25 11:54:28.699895+00
49,Gravel base layer,5,Gravel,TRUE,TRUE,0,0.00%,44,null,2025-03-25 11:54:28.699895+00
49,Partition phase 1,2,Partition,FALSE,TRUE,54,98.18%,29,null,2025-03-25 11:54:28.699895+00
50,Floor tiling,2,Tiling,FALSE,TRUE,63,101.61%,35,null,2025-03-25 11:54:28.699895+00
50,Gravel base layer,5,Gravel,FALSE,TRUE,33,97.06%,44,null,2025-03-25 11:54:28.699895+00
50,Partition phase 1,2,Partition,FALSE,TRUE,54,98.18%,29,null,2025-03-25 11:54:28.699895+00
51,Floor tiling,2,Tiling,FALSE,TRUE,64,103.23%,35,null,2025-03-25 11:54:28.699895+00
51,Gravel base layer,5,Gravel,FALSE,TRUE,32,94.12%,44,null,2025-03-25 11:54:28.699895+00
51,Partition phase 1,2,Partition,FALSE,TRUE,59,107.27%,29,null,2025-03-25 11:54:28.699895+00
52,Floor tiling,2,Tiling,FALSE,TRUE,62,100.00%,35,null,2025-03-25 11:54:28.699895+00
52,Gravel base layer,5,Gravel,TRUE,TRUE,0,0.00%,44,null,2025-03-25 11:54:28.699895+00
52,Partition phase 1,2,Partition,FALSE,TRUE,60,109.09%,29,null,2025-03-25 11:54:28.699895+00
53,Floor tiling,2,Tiling,TRUE,TRUE,0,0.00%,35,null,2025-03-25 11:54:28.699895+00
53,Gravel base layer,5,Gravel,TRUE,TRUE,0,0.00%,44,null,2025-03-25 11:54:28.699895+00
53,Partition phase 1,2,Partition,TRUE,TRUE,0,0.00%,29,null,2025-03-25 11:54:28.699895+00
54,Floor tiling,2,Tiling,TRUE,TRUE,0,0.00%,35,null,2025-03-25 11:54:28.699895+00
54,Gravel base layer,5,Gravel,FALSE,TRUE,34,100.00%,44,54,2025-03-25 11:54:28.699895+00
54,Partition phase 1,2,Partition,FALSE,TRUE,60,109.09%,29,54,2025-03-25 11:54:28.699895+00
55,Electric conduits in the floor,5,Electricity,TRUE,TRUE,0,0.00%,54,null,2025-03-25 11:54:28.699895+00
55,Floor tiling,2,Tiling,TRUE,TRUE,0,0.00%,35,null,2025-03-25 11:54:28.699895+00
55,Partition phase 2,1,Partition,TRUE,TRUE,0,0.00%,54,null,2025-03-25 11:54:28.699895+00
55,Pipes in the wall,2,Plumbing,TRUE,TRUE,0,0.00%,54,null,2025-03-25 11:54:28.699895+00
56,Electric conduits in the floor,5,Electricity,FALSE,TRUE,54,105.88%,54,null,2025-03-25 11:54:28.699895+00
56,Floor tiling,2,Tiling,TRUE,TRUE,0,0.00%,35,null,2025-03-25 11:54:28.699895+00
56,Partition phase 2,1,Partition,FALSE,TRUE,48,94.12%,54,56,2025-03-25 11:54:28.699895+00
56,Pipes in the wall,2,Plumbing,TRUE,TRUE,0,0.00%,54,null,2025-03-25 11:54:28.699895+00
57,Electric conduits in the floor,5,Electricity,TRUE,TRUE,0,0.00%,54,null,2025-03-25 11:54:28.699895+00
57,Floor tiling,2,Tiling,TRUE,TRUE,0,0.00%,35,null,2025-03-25 11:54:28.699895+00
57,Partition phase 1,3,Partition,FALSE,TRUE,56,101.82%,56,null,2025-03-25 11:54:28.699895+00
57,Pipes in the wall,2,Plumbing,FALSE,TRUE,35,94.59%,54,null,2025-03-25 11:54:28.699895+00
58,Electric conduits in the floor,5,Electricity,TRUE,TRUE,0,0.00%,54,null,2025-03-25 11:54:28.699895+00
58,Floor tiling,2,Tiling,TRUE,TRUE,0,0.00%,35,null,2025-03-25 11:54:28.699895+00
58,Partition phase 1,3,Partition,FALSE,TRUE,60,109.09%,56,null,2025-03-25 11:54:28.699895+00
58,Pipes in the wall,2,Plumbing,FALSE,TRUE,39,105.41%,54,null,2025-03-25 11:54:28.699895+00
59,Electric conduits in the floor,5,Electricity,TRUE,TRUE,0,0.00%,54,null,2025-03-25 11:54:28.699895+00
59,Floor tiling,2,Tiling,TRUE,TRUE,0,0.00%,35,null,2025-03-25 11:54:28.699895+00
59,Partition phase 1,3,Partition,TRUE,TRUE,0,0.00%,56,null,2025-03-25 11:54:28.699895+00
59,Pipes in the wall,2,Plumbing,TRUE,TRUE,0,0.00%,54,null,2025-03-25 11:54:28.699895+00
60,Electric conduits in the floor,5,Electricity,TRUE,TRUE,0,0.00%,54,null,2025-03-25 11:54:28.699895+00
60,Floor tiling,2,Tiling,TRUE,TRUE,0,0.00%,35,null,2025-03-25 11:54:28.699895+00
60,Partition phase 1,3,Partition,FALSE,TRUE,53,96.36%,56,null,2025-03-25 11:54:28.699895+00
60,Pipes in the wall,2,Plumbing,FALSE,TRUE,39,105.41%,54,null,2025-03-25 11:54:28.699895+00
61,Electric conduits in the floor,5,Electricity,FALSE,TRUE,54,105.88%,54,61,2025-03-25 11:54:28.699895+00
61,Floor tiling,2,Tiling,FALSE,TRUE,64,103.23%,35,null,2025-03-25 11:54:28.699895+00
61,Partition phase 1,3,Partition,FALSE,TRUE,60,109.09%,56,null,2025-03-25 11:54:28.699895+00
61,Pipes in the wall,2,Plumbing,FALSE,TRUE,33,89.19%,54,null,2025-03-25 11:54:28.699895+00
62,Electric conduits in the wall,1,Electricity,FALSE,TRUE,40,97.56%,61,null,2025-03-25 11:54:28.699895+00
62,Floor tiling,2,Tiling,FALSE,TRUE,65,104.84%,35,null,2025-03-25 11:54:28.699895+00
62,Partition phase 1,3,Partition,TRUE,TRUE,0,0.00%,56,null,2025-03-25 11:54:28.699895+00
62,Pipes in the wall,2,Plumbing,FALSE,TRUE,35,94.59%,54,null,2025-03-25 11:54:28.699895+00
63,Electric conduits in the wall,1,Electricity,TRUE,TRUE,0,0.00%,61,null,2025-03-25 11:54:28.699895+00
63,Floor tiling,2,Tiling,TRUE,TRUE,0,0.00%,35,null,2025-03-25 11:54:28.699895+00
63,Partition phase 1,3,Partition,TRUE,TRUE,0,0.00%,56,null,2025-03-25 11:54:28.699895+00
63,Pipes in the wall,2,Plumbing,TRUE,TRUE,0,0.00%,54,null,2025-03-25 11:54:28.699895+00
64,Electric conduits in the wall,1,Electricity,FALSE,TRUE,38,92.68%,61,null,2025-03-25 11:54:28.699895+00
64,Floor tiling,2,Tiling,TRUE,TRUE,0,0.00%,35,null,2025-03-25 11:54:28.699895+00
64,Partition phase 1,3,Partition,FALSE,TRUE,53,96.36%,56,null,2025-03-25 11:54:28.699895+00
64,Pipes in the wall,2,Plumbing,FALSE,TRUE,35,94.59%,54,64,2025-03-25 11:54:28.699895+00
65,Electric conduits in the wall,1,Electricity,FALSE,TRUE,40,97.56%,61,null,2025-03-25 11:54:28.699895+00
65,Floor tiling,2,Tiling,FALSE,TRUE,57,91.94%,35,65,2025-03-25 11:54:28.699895+00
65,Partition phase 1,3,Partition,FALSE,TRUE,53,96.36%,56,null,2025-03-25 11:54:28.699895+00
65,Pipes in the floor,5,Plumbing,FALSE,TRUE,70,101.45%,64,null,2025-03-25 11:54:28.699895+00
66,Electric conduits in the wall,1,Electricity,FALSE,TRUE,37,90.24%,61,null,2025-03-25 11:54:28.699895+00
66,Floor tiling,3,Tiling,TRUE,TRUE,0,0.00%,65,null,2025-03-25 11:54:28.699895+00
66,Partition phase 1,3,Partition,FALSE,TRUE,58,105.45%,56,null,2025-03-25 11:54:28.699895+00
66,Pipes in the floor,5,Plumbing,TRUE,TRUE,0,0.00%,64,null,2025-03-25 11:54:28.699895+00
67,Electric conduits in the wall,1,Electricity,FALSE,TRUE,38,92.68%,61,67,2025-03-25 11:54:28.699895+00
67,Floor tiling,3,Tiling,TRUE,TRUE,0,0.00%,65,null,2025-03-25 11:54:28.699895+00
67,Partition phase 1,3,Partition,TRUE,TRUE,0,0.00%,56,null,2025-03-25 11:54:28.699895+00
67,Pipes in the floor,5,Plumbing,TRUE,TRUE,0,0.00%,64,null,2025-03-25 11:54:28.699895+00
68,Floor tiling,3,Tiling,FALSE,TRUE,64,103.23%,65,null,2025-03-25 11:54:28.699895+00
68,Partition phase 1,3,Partition,TRUE,TRUE,0,0.00%,56,null,2025-03-25 11:54:28.699895+00
68,Pipes in the floor,5,Plumbing,TRUE,TRUE,0,0.00%,64,null,2025-03-25 11:54:28.699895+00
69,Floor tiling,3,Tiling,FALSE,TRUE,68,109.68%,65,null,2025-03-25 11:54:28.699895+00
69,Partition phase 1,3,Partition,FALSE,TRUE,60,109.09%,56,null,2025-03-25 11:54:28.699895+00
69,Pipes in the floor,5,Plumbing,TRUE,TRUE,0,0.00%,64,null,2025-03-25 11:54:28.699895+00
70,Floor tiling,3,Tiling,FALSE,TRUE,57,91.94%,65,null,2025-03-25 11:54:28.699895+00
70,Partition phase 1,3,Partition,FALSE,TRUE,50,90.91%,56,null,2025-03-25 11:54:28.699895+00
70,Pipes in the floor,5,Plumbing,TRUE,TRUE,0,0.00%,64,null,2025-03-25 11:54:28.699895+00
71,Floor tiling,3,Tiling,TRUE,TRUE,0,0.00%,65,null,2025-03-25 11:54:28.699895+00
