floor,process,trade,remaining_quantity,productivity,task_status,trade_status,day_number
3,Floor tiling,Tiling,720,62,pending,busy,23
3,Gravel base layer,Gravel,0,34,completed,busy,23
3,Partition phase 1,Partition,750,55,pending,busy,23
3,Partition phase 2,Partition,20,51,pending,busy,23
3,Partition phase 3,Partition,200,32,pending,busy,23
3,Pipes in the floor,Plumbing,0,69,completed,busy,23
3,Pipes in the wall,Plumbing,190,37,pending,busy,23
3,Wall tiling,Tiling,290,27,pending,busy,23
3,Electric conduits in the floor,Electricity,0,51,completed,available,24
3,Electric conduits in the wall,Electricity,180,41,pending,available,24
3,Floor tiling,Tiling,720,62,pending,busy,24
3,Gravel base layer,Gravel,0,34,completed,busy,24
3,Partition phase 1,Partition,750,55,pending,busy,24
3,Partition phase 2,Partition,20,51,pending,busy,24
3,Partition phase 3,Partition,200,32,pending,busy,24
3,Pipes in the floor,Plumbing,0,69,completed,busy,24
3,Pipes in the wall,Plumbing,190,37,pending,busy,24
3,Wall tiling,Tiling,290,27,pending,busy,24
3,Electric conduits in the floor,Electricity,0,51,completed,available,25
3,Electric conduits in the wall,Electricity,180,41,pending,available,25
3,Floor tiling,Tiling,720,62,pending,busy,25
3,Gravel base layer,Gravel,0,34,completed,busy,25
3,Partition phase 1,Partition,750,55,pending,busy,25
3,Partition phase 2,Partition,20,51,pending,busy,25
3,Partition phase 3,Partition,200,32,pending,busy,25
3,Pipes in the floor,Plumbing,0,69,completed,available,25
3,Pipes in the wall,Plumbing,190,37,pending,available,25
3,Wall tiling,Tiling,290,27,pending,busy,25
3,Electric conduits in the floor,Electricity,0,51,completed,busy,26
3,Electric conduits in the wall,Electricity,180,41,pending,busy,26
3,Floor tiling,Tiling,720,62,pending,busy,26
3,Gravel base layer,Gravel,0,34,completed,available,26
3,Partition phase 1,Partition,750,55,pending,busy,26
3,Partition phase 2,Partition,20,51,pending,busy,26
3,Partition phase 3,Partition,200,32,pending,busy,26
3,Pipes in the floor,Plumbing,0,69,completed,busy,26
3,Pipes in the wall,Plumbing,190,37,pending,busy,26
3,Wall tiling,Tiling,290,27,pending,busy,26
3,Electric conduits in the floor,Electricity,0,51,completed,busy,27
3,Electric conduits in the wall,Electricity,180,41,pending,busy,27
3,Floor tiling,Tiling,720,62,pending,busy,27
3,Gravel base layer,Gravel,0,34,completed,available,27
3,Partition phase 1,Partition,750,55,pending,busy,27
3,Partition phase 2,Partition,20,51,pending,busy,27
3,Partition phase 3,Partition,200,32,pending,busy,27
3,Pipes in the floor,Plumbing,0,69,completed,busy,27
3,Pipes in the wall,Plumbing,190,37,pending,busy,27
3,Wall tiling,Tiling,290,27,pending,busy,27
3,Electric conduits in the floor,Electricity,0,51,completed,available,28
3,Electric conduits in the wall,Electricity,180,41,pending,available,28
3,Floor tiling,Tiling,720,62,pending,busy,28
3,Gravel base layer,Gravel,0,34,completed,available,28
3,Partition phase 1,Partition,750,55,pending,busy,28
3,Partition phase 2,Partition,20,51,pending,busy,28
3,Partition phase 3,Partition,200,32,pending,busy,28
3,Pipes in the floor,Plumbing,0,69,completed,available,28
3,Pipes in the wall,Plumbing,190,37,pending,available,28
3,Wall tiling,Tiling,290,27,pending,busy,28
3,Electric conduits in the floor,Electricity,0,51,completed,available,29
3,Electric conduits in the wall,Electricity,180,41,pending,available,29
3,Floor tiling,Tiling,720,62,pending,busy,29
3,Gravel base layer,Gravel,0,34,completed,available,29
3,Partition phase 1,Partition,750,55,pending,busy,29
3,Partition phase 2,Partition,20,51,pending,busy,29
3,Partition phase 3,Partition,200,32,pending,busy,29
3,Pipes in the floor,Plumbing,0,69,completed,busy,29
3,Pipes in the wall,Plumbing,190,37,pending,busy,29
3,Wall tiling,Tiling,290,27,pending,busy,29
3,Electric conduits in the floor,Electricity,0,51,completed,busy,30
3,Electric conduits in the wall,Electricity,180,41,pending,busy,30
3,Floor tiling,Tiling,720,62,pending,busy,30
3,Gravel base layer,Gravel,0,34,completed,available,30
3,Floor tiling,Tiling,38,62,in_progress,busy,43
3,Partition phase 2,Partition,20,51,pending,busy,30
3,Partition phase 3,Partition,200,32,pending,busy,30
3,Pipes in the floor,Plumbing,0,69,completed,busy,30
3,Pipes in the wall,Plumbing,190,37,pending,busy,30
3,Wall tiling,Tiling,290,27,pending,busy,30
3,Electric conduits in the floor,Electricity,0,51,completed,busy,31
3,Electric conduits in the wall,Electricity,180,41,pending,busy,31
3,Floor tiling,Tiling,720,62,pending,busy,31
3,Gravel base layer,Gravel,0,34,completed,available,31
3,Partition phase 1,Partition,35,55,in_progress,busy,43
3,Partition phase 2,Partition,20,51,pending,busy,31
3,Partition phase 3,Partition,200,32,pending,busy,31
3,Pipes in the floor,Plumbing,0,69,completed,busy,31
3,Pipes in the wall,Plumbing,190,37,pending,busy,31
3,Wall tiling,Tiling,290,27,pending,busy,31
3,Electric conduits in the floor,Electricity,0,51,completed,busy,32
3,Electric conduits in the wall,Electricity,180,41,pending,busy,32
1,Partition phase 3,Partition,200,32,in_progress,busy,44
3,Gravel base layer,Gravel,0,34,completed,available,32
3,Pipes in the wall,Plumbing,190,37,in_progress,busy,44
3,Partition phase 2,Partition,20,51,pending,busy,32
3,Partition phase 3,Partition,200,32,pending,busy,32
3,Pipes in the floor,Plumbing,0,69,completed,busy,32
3,Pipes in the wall,Plumbing,190,37,pending,busy,32
3,Wall tiling,Tiling,290,27,pending,busy,32
3,Electric conduits in the floor,Electricity,0,51,completed,busy,33
3,Electric conduits in the wall,Electricity,180,41,pending,busy,33
4,Floor tiling,Tiling,720,62,in_progress,busy,44
3,Gravel base layer,Gravel,0,34,completed,available,33
1,Partition phase 3,Partition,168,32,in_progress,busy,45
3,Partition phase 2,Partition,20,51,pending,busy,33
3,Partition phase 3,Partition,200,32,pending,busy,33
3,Pipes in the floor,Plumbing,0,69,completed,busy,33
3,Pipes in the wall,Plumbing,190,37,pending,busy,33
3,Wall tiling,Tiling,290,27,pending,busy,33
3,Electric conduits in the floor,Electricity,0,51,completed,busy,34
3,Electric conduits in the wall,Electricity,180,41,pending,busy,34
3,Pipes in the wall,Plumbing,153,37,in_progress,busy,45
3,Gravel base layer,Gravel,0,34,completed,available,34
4,Floor tiling,Tiling,658,62,in_progress,busy,45
3,Partition phase 2,Partition,20,51,pending,busy,34
3,Partition phase 3,Partition,200,32,pending,busy,34
3,Pipes in the floor,Plumbing,0,69,completed,busy,34
3,Pipes in the wall,Plumbing,190,37,pending,busy,34
3,Wall tiling,Tiling,290,27,pending,busy,34
3,Electric conduits in the floor,Electricity,0,51,completed,available,35
3,Electric conduits in the wall,Electricity,180,41,pending,available,35
1,Partition phase 3,Partition,136,32,in_progress,busy,46
3,Gravel base layer,Gravel,0,34,completed,available,35
3,Pipes in the wall,Plumbing,116,37,in_progress,busy,46
3,Partition phase 2,Partition,20,51,pending,busy,35
3,Partition phase 3,Partition,200,32,pending,busy,35
3,Pipes in the floor,Plumbing,0,69,completed,available,35
3,Pipes in the wall,Plumbing,190,37,pending,available,35
3,Wall tiling,Tiling,290,27,pending,busy,35
3,Electric conduits in the floor,Electricity,0,51,completed,available,36
3,Electric conduits in the wall,Electricity,180,41,pending,available,36
4,Floor tiling,Tiling,596,62,in_progress,busy,46
3,Gravel base layer,Gravel,0,34,completed,available,36
1,Partition phase 3,Partition,104,32,in_progress,busy,47
3,Partition phase 2,Partition,20,51,pending,busy,36
3,Partition phase 3,Partition,200,32,pending,busy,36
3,Pipes in the floor,Plumbing,0,69,completed,available,36
3,Pipes in the wall,Plumbing,190,37,pending,available,36
3,Wall tiling,Tiling,290,27,pending,busy,36
3,Electric conduits in the floor,Electricity,0,51,completed,available,37
3,Electric conduits in the wall,Electricity,180,41,pending,available,37
3,Pipes in the wall,Plumbing,79,37,in_progress,busy,47
3,Gravel base layer,Gravel,0,34,completed,available,37
4,Floor tiling,Tiling,534,62,in_progress,busy,47
3,Partition phase 2,Partition,20,51,pending,busy,37
3,Partition phase 3,Partition,200,32,pending,busy,37
3,Pipes in the floor,Plumbing,0,69,completed,available,37
3,Pipes in the wall,Plumbing,190,37,pending,available,37
3,Wall tiling,Tiling,290,27,pending,busy,37
3,Electric conduits in the floor,Electricity,0,51,completed,available,38
3,Electric conduits in the wall,Electricity,180,41,pending,available,38
1,Partition phase 3,Partition,72,32,in_progress,busy,48
3,Gravel base layer,Gravel,0,34,completed,available,38
3,Pipes in the wall,Plumbing,42,37,in_progress,busy,48
3,Partition phase 2,Partition,20,51,pending,busy,38
3,Partition phase 3,Partition,200,32,pending,busy,38
3,Pipes in the floor,Plumbing,0,69,completed,available,38
3,Pipes in the wall,Plumbing,190,37,pending,available,38
3,Wall tiling,Tiling,290,27,pending,busy,38
3,Electric conduits in the floor,Electricity,0,51,completed,available,39
3,Electric conduits in the wall,Electricity,180,41,pending,available,39
4,Floor tiling,Tiling,472,62,in_progress,busy,48
3,Gravel base layer,Gravel,0,34,completed,available,39
1,Partition phase 3,Partition,40,32,in_progress,busy,49
3,Partition phase 2,Partition,20,51,pending,busy,39
3,Partition phase 3,Partition,200,32,pending,busy,39
3,Pipes in the floor,Plumbing,0,69,completed,available,39
3,Pipes in the wall,Plumbing,190,37,pending,available,39
3,Wall tiling,Tiling,290,27,pending,busy,39
3,Electric conduits in the floor,Electricity,0,51,completed,available,40
3,Electric conduits in the wall,Electricity,180,41,pending,available,40
3,Pipes in the wall,Plumbing,5,37,in_progress,busy,49
3,Gravel base layer,Gravel,0,34,completed,available,40
4,Floor tiling,Tiling,410,62,in_progress,busy,49
3,Partition phase 2,Partition,20,51,pending,busy,40
3,Partition phase 3,Partition,200,32,pending,busy,40
3,Pipes in the floor,Plumbing,0,69,completed,available,40
3,Pipes in the wall,Plumbing,190,37,pending,available,40
3,Wall tiling,Tiling,290,27,pending,busy,40
3,Electric conduits in the floor,Electricity,0,51,completed,available,41
3,Electric conduits in the wall,Electricity,180,41,pending,available,41
1,Partition phase 3,Partition,8,32,in_progress,busy,50
3,Gravel base layer,Gravel,0,34,completed,available,41
4,Floor tiling,Tiling,348,62,in_progress,busy,50
3,Partition phase 2,Partition,20,51,pending,busy,41
3,Partition phase 3,Partition,200,32,pending,busy,41
3,Pipes in the floor,Plumbing,0,69,completed,available,41
3,Pipes in the wall,Plumbing,190,37,pending,available,41
3,Wall tiling,Tiling,290,27,pending,busy,41
3,Electric conduits in the floor,Electricity,0,51,completed,available,42
3,Electric conduits in the wall,Electricity,180,41,pending,available,42
2,Partition phase 2,Partition,20,51,in_progress,busy,51
3,Gravel base layer,Gravel,0,34,completed,available,42
4,Floor tiling,Tiling,286,62,in_progress,busy,51
3,Partition phase 2,Partition,20,51,pending,busy,42
3,Partition phase 3,Partition,200,32,pending,busy,42
3,Pipes in the floor,Plumbing,0,69,completed,available,42
3,Pipes in the wall,Plumbing,190,37,pending,available,42
3,Wall tiling,Tiling,290,27,pending,busy,42
3,Electric conduits in the floor,Electricity,0,51,completed,available,43
3,Electric conduits in the wall,Electricity,180,41,pending,available,43
2,Electric conduits in the wall,Electricity,180,41,in_progress,busy,52
3,Gravel base layer,Gravel,0,34,completed,available,43
3,Partition phase 2,Partition,20,51,in_progress,busy,52
3,Partition phase 2,Partition,20,51,pending,busy,43
3,Partition phase 3,Partition,200,32,pending,busy,43
3,Pipes in the floor,Plumbing,0,69,completed,available,43
3,Pipes in the wall,Plumbing,190,37,pending,available,43
3,Wall tiling,Tiling,290,27,pending,busy,43
3,Electric conduits in the floor,Electricity,0,51,completed,available,44
3,Electric conduits in the wall,Electricity,180,41,pending,available,44
3,Floor tiling,Tiling,0,62,completed,busy,44
3,Gravel base layer,Gravel,0,34,completed,available,44
3,Partition phase 1,Partition,0,55,completed,busy,44
3,Partition phase 2,Partition,20,51,pending,busy,44
3,Partition phase 3,Partition,200,32,pending,busy,44
3,Pipes in the floor,Plumbing,0,69,completed,busy,44
4,Floor tiling,Tiling,224,62,in_progress,busy,52
3,Wall tiling,Tiling,290,27,pending,busy,44
3,Electric conduits in the floor,Electricity,0,51,completed,available,45
3,Electric conduits in the wall,Electricity,180,41,pending,available,45
3,Floor tiling,Tiling,0,62,completed,busy,45
3,Gravel base layer,Gravel,0,34,completed,available,45
3,Partition phase 1,Partition,0,55,completed,busy,45
3,Partition phase 2,Partition,20,51,pending,busy,45
3,Partition phase 3,Partition,200,32,pending,busy,45
3,Pipes in the floor,Plumbing,0,69,completed,busy,45
2,Electric conduits in the wall,Electricity,139,41,in_progress,busy,53
3,Wall tiling,Tiling,290,27,pending,busy,45
3,Electric conduits in the floor,Electricity,0,51,completed,available,46
3,Electric conduits in the wall,Electricity,180,41,pending,available,46
3,Floor tiling,Tiling,0,62,completed,busy,46
3,Gravel base layer,Gravel,0,34,completed,available,46
3,Partition phase 1,Partition,0,55,completed,busy,46
3,Partition phase 2,Partition,20,51,pending,busy,46
3,Partition phase 3,Partition,200,32,pending,busy,46
3,Pipes in the floor,Plumbing,0,69,completed,busy,46
4,Floor tiling,Tiling,162,62,in_progress,busy,53
3,Wall tiling,Tiling,290,27,pending,busy,46
3,Electric conduits in the floor,Electricity,0,51,completed,available,47
3,Electric conduits in the wall,Electricity,180,41,pending,available,47
3,Floor tiling,Tiling,0,62,completed,busy,47
3,Gravel base layer,Gravel,0,34,completed,available,47
3,Partition phase 1,Partition,0,55,completed,busy,47
3,Partition phase 2,Partition,20,51,pending,busy,47
3,Partition phase 3,Partition,200,32,pending,busy,47
3,Pipes in the floor,Plumbing,0,69,completed,busy,47
4,Partition phase 1,Partition,750,55,in_progress,busy,53
3,Wall tiling,Tiling,290,27,pending,busy,47
3,Electric conduits in the floor,Electricity,0,51,completed,available,48
3,Electric conduits in the wall,Electricity,180,41,pending,available,48
3,Floor tiling,Tiling,0,62,completed,busy,48
3,Gravel base layer,Gravel,0,34,completed,available,48
3,Partition phase 1,Partition,0,55,completed,busy,48
3,Partition phase 2,Partition,20,51,pending,busy,48
3,Partition phase 3,Partition,200,32,pending,busy,48
3,Pipes in the floor,Plumbing,0,69,completed,busy,48
2,Electric conduits in the wall,Electricity,98,41,in_progress,busy,54
3,Wall tiling,Tiling,290,27,pending,busy,48
3,Electric conduits in the floor,Electricity,0,51,completed,available,49
3,Electric conduits in the wall,Electricity,180,41,pending,available,49
3,Floor tiling,Tiling,0,62,completed,busy,49
3,Gravel base layer,Gravel,0,34,completed,available,49
3,Partition phase 1,Partition,0,55,completed,busy,49
3,Partition phase 2,Partition,20,51,pending,busy,49
3,Partition phase 3,Partition,200,32,pending,busy,49
3,Pipes in the floor,Plumbing,0,69,completed,busy,49
4,Floor tiling,Tiling,100,62,in_progress,busy,54
3,Wall tiling,Tiling,290,27,pending,busy,49
3,Electric conduits in the floor,Electricity,0,51,completed,available,50
3,Electric conduits in the wall,Electricity,180,41,pending,available,50
3,Floor tiling,Tiling,0,62,completed,busy,50
3,Gravel base layer,Gravel,0,34,completed,available,50
3,Partition phase 1,Partition,0,55,completed,busy,50
3,Partition phase 2,Partition,20,51,pending,busy,50
3,Partition phase 3,Partition,200,32,pending,busy,50
3,Pipes in the floor,Plumbing,0,69,completed,available,50
3,Pipes in the wall,Plumbing,0,37,completed,available,50
3,Wall tiling,Tiling,290,27,pending,busy,50
3,Electric conduits in the floor,Electricity,0,51,completed,available,51
3,Electric conduits in the wall,Electricity,180,41,pending,available,51
3,Floor tiling,Tiling,0,62,completed,busy,51
3,Gravel base layer,Gravel,0,34,completed,available,51
3,Partition phase 1,Partition,0,55,completed,busy,51
3,Partition phase 2,Partition,20,51,pending,busy,51
3,Partition phase 3,Partition,200,32,pending,busy,51
3,Pipes in the floor,Plumbing,0,69,completed,available,51
3,Pipes in the wall,Plumbing,0,37,completed,available,51
3,Wall tiling,Tiling,290,27,pending,busy,51
3,Electric conduits in the floor,Electricity,0,51,completed,busy,52
3,Electric conduits in the wall,Electricity,180,41,pending,busy,52
3,Floor tiling,Tiling,0,62,completed,busy,52
3,Gravel base layer,Gravel,0,34,completed,available,52
3,Partition phase 1,Partition,0,55,completed,busy,52
4,Partition phase 1,Partition,695,55,in_progress,busy,54
3,Partition phase 3,Partition,200,32,pending,busy,52
3,Pipes in the floor,Plumbing,0,69,completed,available,52
3,Pipes in the wall,Plumbing,0,37,completed,available,52
3,Wall tiling,Tiling,290,27,pending,busy,52
3,Electric conduits in the floor,Electricity,0,51,completed,busy,53
3,Electric conduits in the wall,Electricity,180,41,pending,busy,53
3,Floor tiling,Tiling,0,62,completed,busy,53
3,Gravel base layer,Gravel,0,34,completed,available,53
3,Partition phase 1,Partition,0,55,completed,busy,53
3,Partition phase 2,Partition,0,51,completed,busy,53
3,Partition phase 3,Partition,200,32,pending,busy,53
3,Pipes in the floor,Plumbing,0,69,completed,available,53
3,Pipes in the wall,Plumbing,0,37,completed,available,53
3,Wall tiling,Tiling,290,27,pending,busy,53
3,Electric conduits in the floor,Electricity,0,51,completed,busy,54
3,Electric conduits in the wall,Electricity,180,41,pending,busy,54
3,Floor tiling,Tiling,0,62,completed,busy,54
3,Gravel base layer,Gravel,0,34,completed,available,54
3,Partition phase 1,Partition,0,55,completed,busy,54
3,Partition phase 2,Partition,0,51,completed,busy,54
3,Partition phase 3,Partition,200,32,pending,busy,54
3,Pipes in the floor,Plumbing,0,69,completed,available,54
3,Pipes in the wall,Plumbing,0,37,completed,available,54
3,Wall tiling,Tiling,290,27,pending,busy,54
3,Electric conduits in the floor,Electricity,0,51,completed,busy,55
3,Electric conduits in the wall,Electricity,180,41,pending,busy,55
3,Floor tiling,Tiling,0,62,completed,busy,55
3,Gravel base layer,Gravel,0,34,completed,available,55
3,Partition phase 1,Partition,0,55,completed,busy,55
3,Partition phase 2,Partition,0,51,completed,busy,55
3,Partition phase 3,Partition,200,32,pending,busy,55
3,Pipes in the floor,Plumbing,0,69,completed,available,55
3,Pipes in the wall,Plumbing,0,37,completed,available,55
3,Wall tiling,Tiling,290,27,pending,busy,55
3,Electric conduits in the floor,Electricity,0,51,completed,busy,56
3,Electric conduits in the wall,Electricity,180,41,pending,busy,56
3,Floor tiling,Tiling,0,62,completed,busy,56
3,Gravel base layer,Gravel,0,34,completed,available,56
3,Partition phase 1,Partition,0,55,completed,busy,56
3,Partition phase 2,Partition,0,51,completed,busy,56
3,Partition phase 3,Partition,200,32,pending,busy,56
3,Pipes in the floor,Plumbing,0,69,completed,available,56
3,Pipes in the wall,Plumbing,0,37,completed,available,56
3,Wall tiling,Tiling,290,27,pending,busy,56
3,Electric conduits in the floor,Electricity,0,51,completed,busy,57
2,Electric conduits in the wall,Electricity,57,41,in_progress,busy,55
3,Floor tiling,Tiling,0,62,completed,busy,57
3,Gravel base layer,Gravel,0,34,completed,available,57
3,Partition phase 1,Partition,0,55,completed,busy,57
3,Partition phase 2,Partition,0,51,completed,busy,57
3,Partition phase 3,Partition,200,32,pending,busy,57
3,Pipes in the floor,Plumbing,0,69,completed,available,57
3,Pipes in the wall,Plumbing,0,37,completed,available,57
3,Wall tiling,Tiling,290,27,pending,busy,57
3,Electric conduits in the floor,Electricity,0,51,completed,busy,58
4,Floor tiling,Tiling,38,62,in_progress,busy,55
3,Floor tiling,Tiling,0,62,completed,busy,58
3,Gravel base layer,Gravel,0,34,completed,available,58
3,Partition phase 1,Partition,0,55,completed,busy,58
3,Partition phase 2,Partition,0,51,completed,busy,58
3,Partition phase 3,Partition,200,32,pending,busy,58
3,Pipes in the floor,Plumbing,0,69,completed,available,58
3,Pipes in the wall,Plumbing,0,37,completed,available,58
3,Wall tiling,Tiling,290,27,pending,busy,58
3,Electric conduits in the floor,Electricity,0,51,completed,busy,59
4,Partition phase 1,Partition,640,55,in_progress,busy,55
3,Floor tiling,Tiling,0,62,completed,busy,59
3,Gravel base layer,Gravel,0,34,completed,available,59
3,Partition phase 1,Partition,0,55,completed,busy,59
3,Partition phase 2,Partition,0,51,completed,busy,59
3,Partition phase 3,Partition,200,32,pending,busy,59
3,Pipes in the floor,Plumbing,0,69,completed,available,59
3,Pipes in the wall,Plumbing,0,37,completed,available,59
3,Wall tiling,Tiling,290,27,pending,busy,59
3,Electric conduits in the floor,Electricity,0,51,completed,busy,60
1,Wall tiling,Tiling,290,27,in_progress,busy,56
3,Floor tiling,Tiling,0,62,completed,busy,60
3,Gravel base layer,Gravel,0,34,completed,available,60
3,Partition phase 1,Partition,0,55,completed,busy,60
3,Partition phase 2,Partition,0,51,completed,busy,60
3,Partition phase 3,Partition,200,32,pending,busy,60
3,Pipes in the floor,Plumbing,0,69,completed,available,60
3,Pipes in the wall,Plumbing,0,37,completed,available,60
3,Wall tiling,Tiling,290,27,pending,busy,60
3,Electric conduits in the floor,Electricity,0,51,completed,busy,61
2,Electric conduits in the wall,Electricity,16,41,in_progress,busy,56
3,Floor tiling,Tiling,0,62,completed,busy,61
3,Gravel base layer,Gravel,0,34,completed,available,61
3,Partition phase 1,Partition,0,55,completed,busy,61
3,Partition phase 2,Partition,0,51,completed,busy,61
3,Partition phase 3,Partition,200,32,pending,busy,61
3,Pipes in the floor,Plumbing,0,69,completed,available,61
3,Pipes in the wall,Plumbing,0,37,completed,available,61
3,Wall tiling,Tiling,290,27,pending,busy,61
3,Electric conduits in the floor,Electricity,0,51,completed,available,62
3,Electric conduits in the wall,Electricity,0,41,completed,available,62
3,Floor tiling,Tiling,0,62,completed,busy,62
3,Gravel base layer,Gravel,0,34,completed,available,62
3,Partition phase 1,Partition,0,55,completed,busy,62
3,Partition phase 2,Partition,0,51,completed,busy,62
3,Partition phase 3,Partition,200,32,pending,busy,62
3,Pipes in the floor,Plumbing,0,69,completed,available,62
3,Pipes in the wall,Plumbing,0,37,completed,available,62
3,Wall tiling,Tiling,290,27,pending,busy,62
3,Electric conduits in the floor,Electricity,0,51,completed,available,63
3,Electric conduits in the wall,Electricity,0,41,completed,available,63
3,Floor tiling,Tiling,0,62,completed,busy,63
3,Gravel base layer,Gravel,0,34,completed,available,63
3,Partition phase 1,Partition,0,55,completed,busy,63
3,Partition phase 2,Partition,0,51,completed,busy,63
3,Partition phase 3,Partition,200,32,pending,busy,63
3,Pipes in the floor,Plumbing,0,69,completed,available,63
3,Pipes in the wall,Plumbing,0,37,completed,available,63
3,Wall tiling,Tiling,290,27,pending,busy,63
3,Electric conduits in the floor,Electricity,0,51,completed,available,64
3,Electric conduits in the wall,Electricity,0,41,completed,available,64
3,Floor tiling,Tiling,0,62,completed,busy,64
3,Gravel base layer,Gravel,0,34,completed,available,64
3,Partition phase 1,Partition,0,55,completed,busy,64
3,Partition phase 2,Partition,0,51,completed,busy,64
3,Partition phase 3,Partition,200,32,pending,busy,64
3,Pipes in the floor,Plumbing,0,69,completed,available,64
3,Pipes in the wall,Plumbing,0,37,completed,available,64
3,Wall tiling,Tiling,290,27,pending,busy,64
3,Electric conduits in the floor,Electricity,0,51,completed,available,65
3,Electric conduits in the wall,Electricity,0,41,completed,available,65
3,Floor tiling,Tiling,0,62,completed,busy,65
3,Gravel base layer,Gravel,0,34,completed,available,65
3,Partition phase 1,Partition,0,55,completed,busy,65
3,Partition phase 2,Partition,0,51,completed,busy,65
3,Partition phase 3,Partition,200,32,pending,busy,65
3,Pipes in the floor,Plumbing,0,69,completed,available,65
3,Pipes in the wall,Plumbing,0,37,completed,available,65
3,Wall tiling,Tiling,290,27,pending,busy,65
3,Electric conduits in the floor,Electricity,0,51,completed,available,66
3,Electric conduits in the wall,Electricity,0,41,completed,available,66
3,Floor tiling,Tiling,0,62,completed,busy,66
3,Gravel base layer,Gravel,0,34,completed,available,66
3,Partition phase 1,Partition,0,55,completed,busy,66
3,Partition phase 2,Partition,0,51,completed,busy,66
3,Partition phase 3,Partition,200,32,pending,busy,66
3,Pipes in the floor,Plumbing,0,69,completed,available,66
3,Pipes in the wall,Plumbing,0,37,completed,available,66
3,Wall tiling,Tiling,290,27,pending,busy,66
3,Electric conduits in the floor,Electricity,0,51,completed,available,67
3,Electric conduits in the wall,Electricity,0,41,completed,available,67
3,Floor tiling,Tiling,0,62,completed,busy,67
3,Gravel base layer,Gravel,0,34,completed,available,67
3,Partition phase 1,Partition,0,55,completed,busy,67
3,Partition phase 2,Partition,0,51,completed,busy,67
3,Partition phase 3,Partition,200,32,pending,busy,67
3,Pipes in the floor,Plumbing,0,69,completed,busy,67
3,Pipes in the wall,Plumbing,0,37,completed,busy,67
3,Wall tiling,Tiling,290,27,pending,busy,67
3,Electric conduits in the floor,Electricity,0,51,completed,available,68
3,Electric conduits in the wall,Electricity,0,41,completed,available,68
3,Floor tiling,Tiling,0,62,completed,busy,68
3,Gravel base layer,Gravel,0,34,completed,available,68
3,Partition phase 1,Partition,0,55,completed,busy,68
3,Partition phase 2,Partition,0,51,completed,busy,68
3,Partition phase 3,Partition,200,32,pending,busy,68
3,Pipes in the floor,Plumbing,0,69,completed,busy,68
3,Pipes in the wall,Plumbing,0,37,completed,busy,68
3,Wall tiling,Tiling,290,27,pending,busy,68
3,Electric conduits in the floor,Electricity,0,51,completed,available,69
3,Electric conduits in the wall,Electricity,0,41,completed,available,69
3,Floor tiling,Tiling,0,62,completed,busy,69
3,Gravel base layer,Gravel,0,34,completed,available,69
3,Partition phase 1,Partition,0,55,completed,busy,69
3,Partition phase 2,Partition,0,51,completed,busy,69
3,Partition phase 3,Partition,200,32,pending,busy,69
3,Pipes in the floor,Plumbing,0,69,completed,busy,69
3,Pipes in the wall,Plumbing,0,37,completed,busy,69
3,Wall tiling,Tiling,290,27,pending,busy,69
3,Electric conduits in the floor,Electricity,0,51,completed,available,70
3,Electric conduits in the wall,Electricity,0,41,completed,available,70
3,Floor tiling,Tiling,0,62,completed,busy,70
3,Gravel base layer,Gravel,0,34,completed,available,70
3,Partition phase 1,Partition,0,55,completed,busy,70
3,Partition phase 2,Partition,0,51,completed,busy,70
3,Partition phase 3,Partition,200,32,pending,busy,70
3,Pipes in the floor,Plumbing,0,69,completed,busy,70
3,Pipes in the wall,Plumbing,0,37,completed,busy,70
3,Wall tiling,Tiling,290,27,pending,busy,70
3,Electric conduits in the floor,Electricity,0,51,completed,available,71
3,Electric conduits in the wall,Electricity,0,41,completed,available,71
3,Floor tiling,Tiling,0,62,completed,busy,71
3,Gravel base layer,Gravel,0,34,completed,available,71
3,Partition phase 1,Partition,0,55,completed,busy,71
3,Partition phase 2,Partition,0,51,completed,busy,71
3,Partition phase 3,Partition,200,32,pending,busy,71
3,Pipes in the floor,Plumbing,0,69,completed,busy,71
3,Pipes in the wall,Plumbing,0,37,completed,busy,71
3,Wall tiling,Tiling,290,27,pending,busy,71
3,Electric conduits in the floor,Electricity,0,51,completed,available,72
3,Electric conduits in the wall,Electricity,0,41,completed,available,72
3,Floor tiling,Tiling,0,62,completed,busy,72
3,Gravel base layer,Gravel,0,34,completed,available,72
3,Partition phase 1,Partition,0,55,completed,busy,72
3,Partition phase 2,Partition,0,51,completed,busy,72
3,Partition phase 3,Partition,200,32,pending,busy,72
3,Pipes in the floor,Plumbing,0,69,completed,busy,72
3,Pipes in the wall,Plumbing,0,37,completed,busy,72
3,Wall tiling,Tiling,290,27,pending,busy,72
3,Electric conduits in the floor,Electricity,0,51,completed,available,73
3,Electric conduits in the wall,Electricity,0,41,completed,available,73
3,Floor tiling,Tiling,0,62,completed,busy,73
3,Gravel base layer,Gravel,0,34,completed,available,73
3,Partition phase 1,Partition,0,55,completed,busy,73
3,Partition phase 2,Partition,0,51,completed,busy,73
3,Partition phase 3,Partition,200,32,pending,busy,73
3,Pipes in the floor,Plumbing,0,69,completed,available,73
3,Pipes in the wall,Plumbing,0,37,completed,available,73
3,Wall tiling,Tiling,290,27,pending,busy,73
3,Electric conduits in the floor,Electricity,0,51,completed,available,74
3,Electric conduits in the wall,Electricity,0,41,completed,available,74
3,Floor tiling,Tiling,0,62,completed,busy,74
