floor,process,trade,remaining_quantity,productivity,task_status,trade_status,day_number
5,Partition phase 1,Partition,750,55,pending,busy,21
5,Partition phase 2,Partition,20,51,pending,busy,21
5,Partition phase 3,Partition,200,32,pending,busy,21
5,Pipes in the floor,Plumbing,100,69,pending,busy,21
5,Pipes in the wall,Plumbing,190,37,pending,busy,21
5,Wall tiling,Tiling,290,27,pending,busy,21
5,Electric conduits in the floor,Electricity,80,51,pending,busy,22
5,Electric conduits in the wall,Electricity,180,41,pending,busy,22
5,Floor tiling,Tiling,720,62,pending,busy,22
5,Partition phase 1,Partition,310,55,in_progress,busy,90
5,Partition phase 1,Partition,750,55,pending,busy,22
5,Partition phase 2,Partition,20,51,pending,busy,22
5,Partition phase 3,Partition,200,32,pending,busy,22
5,Pipes in the floor,Plumbing,100,69,pending,busy,22
5,Pipes in the wall,Plumbing,190,37,pending,busy,22
5,Wall tiling,Tiling,290,27,pending,busy,22
5,Electric conduits in the floor,Electricity,80,51,pending,available,23
5,Electric conduits in the wall,Electricity,180,41,pending,available,23
5,Floor tiling,Tiling,720,62,pending,busy,23
3,Wall tiling,Tiling,263,27,in_progress,busy,91
5,Partition phase 1,Partition,750,55,pending,busy,23
5,Partition phase 2,Partition,20,51,pending,busy,23
5,Partition phase 3,Partition,200,32,pending,busy,23
5,Pipes in the floor,Plumbing,100,69,pending,busy,23
5,Pipes in the wall,Plumbing,190,37,pending,busy,23
5,Wall tiling,Tiling,290,27,pending,busy,23
5,Electric conduits in the floor,Electricity,80,51,pending,available,24
5,Electric conduits in the wall,Electricity,180,41,pending,available,24
5,Floor tiling,Tiling,720,62,pending,busy,24
5,Partition phase 1,Partition,255,55,in_progress,busy,91
5,Partition phase 1,Partition,750,55,pending,busy,24
5,Partition phase 2,Partition,20,51,pending,busy,24
5,Partition phase 3,Partition,200,32,pending,busy,24
5,Pipes in the floor,Plumbing,100,69,pending,busy,24
5,Pipes in the wall,Plumbing,190,37,pending,busy,24
5,Wall tiling,Tiling,290,27,pending,busy,24
5,Electric conduits in the floor,Electricity,80,51,pending,available,25
5,Electric conduits in the wall,Electricity,180,41,pending,available,25
5,Floor tiling,Tiling,720,62,pending,busy,25
3,Wall tiling,Tiling,236,27,in_progress,busy,92
5,Partition phase 1,Partition,750,55,pending,busy,25
5,Partition phase 2,Partition,20,51,pending,busy,25
5,Partition phase 3,Partition,200,32,pending,busy,25
5,Pipes in the floor,Plumbing,100,69,pending,available,25
5,Pipes in the wall,Plumbing,190,37,pending,available,25
5,Wall tiling,Tiling,290,27,pending,busy,25
5,Partition phase 1,Partition,200,55,in_progress,busy,92
5,Electric conduits in the wall,Electricity,180,41,pending,busy,26
5,Floor tiling,Tiling,720,62,pending,busy,26
5,Gravel base layer,Gravel,0,34,completed,available,26
5,Partition phase 1,Partition,750,55,pending,busy,26
5,Partition phase 2,Partition,20,51,pending,busy,26
5,Partition phase 3,Partition,200,32,pending,busy,26
3,Wall tiling,Tiling,209,27,in_progress,busy,93
5,Pipes in the wall,Plumbing,190,37,pending,busy,26
5,Wall tiling,Tiling,290,27,pending,busy,26
5,Partition phase 1,Partition,145,55,in_progress,busy,93
5,Electric conduits in the wall,Electricity,180,41,pending,busy,27
5,Floor tiling,Tiling,720,62,pending,busy,27
5,Gravel base layer,Gravel,0,34,completed,available,27
5,Partition phase 1,Partition,750,55,pending,busy,27
5,Partition phase 2,Partition,20,51,pending,busy,27
5,Partition phase 3,Partition,200,32,pending,busy,27
3,Wall tiling,Tiling,182,27,in_progress,busy,94
5,Pipes in the wall,Plumbing,190,37,pending,busy,27
5,Wall tiling,Tiling,290,27,pending,busy,27
5,Electric conduits in the floor,Electricity,0,51,completed,available,28
5,Electric conduits in the wall,Electricity,180,41,pending,available,28
5,Floor tiling,Tiling,720,62,pending,busy,28
5,Gravel base layer,Gravel,0,34,completed,available,28
5,Partition phase 1,Partition,750,55,pending,busy,28
5,Partition phase 2,Partition,20,51,pending,busy,28
5,Partition phase 3,Partition,200,32,pending,busy,28
5,Pipes in the floor,Plumbing,0,69,completed,available,28
5,Pipes in the wall,Plumbing,190,37,pending,available,28
5,Wall tiling,Tiling,290,27,pending,busy,28
5,Electric conduits in the floor,Electricity,0,51,completed,available,29
5,Electric conduits in the wall,Electricity,180,41,pending,available,29
5,Floor tiling,Tiling,720,62,pending,busy,29
5,Gravel base layer,Gravel,0,34,completed,available,29
5,Partition phase 1,Partition,750,55,pending,busy,29
5,Partition phase 2,Partition,20,51,pending,busy,29
5,Partition phase 3,Partition,200,32,pending,busy,29
5,Pipes in the floor,Plumbing,0,69,completed,busy,29
5,Pipes in the wall,Plumbing,190,37,pending,busy,29
5,Wall tiling,Tiling,290,27,pending,busy,29
5,Electric conduits in the floor,Electricity,0,51,completed,busy,30
5,Electric conduits in the wall,Electricity,180,41,pending,busy,30
5,Floor tiling,Tiling,720,62,pending,busy,30
5,Gravel base layer,Gravel,0,34,completed,available,30
5,Partition phase 1,Partition,750,55,pending,busy,30
5,Partition phase 2,Partition,20,51,pending,busy,30
5,Partition phase 3,Partition,200,32,pending,busy,30
5,Pipes in the floor,Plumbing,0,69,completed,busy,30
5,Pipes in the wall,Plumbing,190,37,pending,busy,30
5,Wall tiling,Tiling,290,27,pending,busy,30
5,Electric conduits in the floor,Electricity,0,51,completed,busy,31
5,Electric conduits in the wall,Electricity,180,41,pending,busy,31
5,Floor tiling,Tiling,720,62,pending,busy,31
5,Gravel base layer,Gravel,0,34,completed,available,31
5,Partition phase 1,Partition,750,55,pending,busy,31
5,Partition phase 2,Partition,20,51,pending,busy,31
5,Partition phase 3,Partition,200,32,pending,busy,31
5,Pipes in the floor,Plumbing,0,69,completed,busy,31
5,Pipes in the wall,Plumbing,190,37,pending,busy,31
5,Wall tiling,Tiling,290,27,pending,busy,31
5,Electric conduits in the floor,Electricity,0,51,completed,busy,32
5,Electric conduits in the wall,Electricity,180,41,pending,busy,32
5,Floor tiling,Tiling,720,62,pending,busy,32
5,Gravel base layer,Gravel,0,34,completed,available,32
5,Partition phase 1,Partition,750,55,pending,busy,32
5,Partition phase 2,Partition,20,51,pending,busy,32
5,Partition phase 3,Partition,200,32,pending,busy,32
5,Pipes in the floor,Plumbing,0,69,completed,busy,32
5,Pipes in the wall,Plumbing,190,37,pending,busy,32
5,Wall tiling,Tiling,290,27,pending,busy,32
5,Electric conduits in the floor,Electricity,0,51,completed,busy,33
5,Electric conduits in the wall,Electricity,180,41,pending,busy,33
5,Floor tiling,Tiling,720,62,pending,busy,33
5,Gravel base layer,Gravel,0,34,completed,available,33
5,Partition phase 1,Partition,750,55,pending,busy,33
5,Partition phase 2,Partition,20,51,pending,busy,33
5,Partition phase 3,Partition,200,32,pending,busy,33
5,Pipes in the floor,Plumbing,0,69,completed,busy,33
5,Pipes in the wall,Plumbing,190,37,pending,busy,33
5,Wall tiling,Tiling,290,27,pending,busy,33
5,Electric conduits in the floor,Electricity,0,51,completed,busy,34
5,Electric conduits in the wall,Electricity,180,41,pending,busy,34
5,Floor tiling,Tiling,720,62,pending,busy,34
5,Gravel base layer,Gravel,0,34,completed,available,34
5,Partition phase 1,Partition,750,55,pending,busy,34
5,Partition phase 2,Partition,20,51,pending,busy,34
5,Partition phase 3,Partition,200,32,pending,busy,34
5,Pipes in the floor,Plumbing,0,69,completed,busy,34
5,Pipes in the wall,Plumbing,190,37,pending,busy,34
5,Wall tiling,Tiling,290,27,pending,busy,34
5,Electric conduits in the floor,Electricity,0,51,completed,available,35
5,Electric conduits in the wall,Electricity,180,41,pending,available,35
5,Floor tiling,Tiling,720,62,pending,busy,35
5,Gravel base layer,Gravel,0,34,completed,available,35
5,Partition phase 1,Partition,750,55,pending,busy,35
5,Partition phase 2,Partition,20,51,pending,busy,35
5,Partition phase 3,Partition,200,32,pending,busy,35
5,Pipes in the floor,Plumbing,0,69,completed,available,35
5,Pipes in the wall,Plumbing,190,37,pending,available,35
5,Wall tiling,Tiling,290,27,pending,busy,35
5,Electric conduits in the floor,Electricity,0,51,completed,available,36
5,Electric conduits in the wall,Electricity,180,41,pending,available,36
5,Floor tiling,Tiling,720,62,pending,busy,36
5,Gravel base layer,Gravel,0,34,completed,available,36
5,Partition phase 1,Partition,750,55,pending,busy,36
5,Partition phase 2,Partition,20,51,pending,busy,36
5,Partition phase 3,Partition,200,32,pending,busy,36
5,Pipes in the floor,Plumbing,0,69,completed,available,36
5,Pipes in the wall,Plumbing,190,37,pending,available,36
5,Wall tiling,Tiling,290,27,pending,busy,36
5,Electric conduits in the floor,Electricity,0,51,completed,available,37
5,Electric conduits in the wall,Electricity,180,41,pending,available,37
5,Floor tiling,Tiling,720,62,pending,busy,37
5,Gravel base layer,Gravel,0,34,completed,available,37
5,Partition phase 1,Partition,750,55,pending,busy,37
5,Partition phase 2,Partition,20,51,pending,busy,37
5,Partition phase 3,Partition,200,32,pending,busy,37
5,Pipes in the floor,Plumbing,0,69,completed,available,37
5,Pipes in the wall,Plumbing,190,37,pending,available,37
5,Wall tiling,Tiling,290,27,pending,busy,37
5,Electric conduits in the floor,Electricity,0,51,completed,available,38
5,Electric conduits in the wall,Electricity,180,41,pending,available,38
5,Floor tiling,Tiling,720,62,pending,busy,38
5,Gravel base layer,Gravel,0,34,completed,available,38
5,Partition phase 1,Partition,750,55,pending,busy,38
5,Partition phase 2,Partition,20,51,pending,busy,38
5,Partition phase 3,Partition,200,32,pending,busy,38
5,Pipes in the floor,Plumbing,0,69,completed,available,38
5,Pipes in the wall,Plumbing,190,37,pending,available,38
5,Wall tiling,Tiling,290,27,pending,busy,38
5,Electric conduits in the floor,Electricity,0,51,completed,available,39
5,Electric conduits in the wall,Electricity,180,41,pending,available,39
5,Floor tiling,Tiling,720,62,pending,busy,39
5,Gravel base layer,Gravel,0,34,completed,available,39
5,Partition phase 1,Partition,750,55,pending,busy,39
5,Partition phase 2,Partition,20,51,pending,busy,39
5,Partition phase 3,Partition,200,32,pending,busy,39
5,Pipes in the floor,Plumbing,0,69,completed,available,39
5,Pipes in the wall,Plumbing,190,37,pending,available,39
5,Wall tiling,Tiling,290,27,pending,busy,39
5,Electric conduits in the floor,Electricity,0,51,completed,available,40
5,Electric conduits in the wall,Electricity,180,41,pending,available,40
5,Floor tiling,Tiling,720,62,pending,busy,40
5,Gravel base layer,Gravel,0,34,completed,available,40
5,Partition phase 1,Partition,750,55,pending,busy,40
5,Partition phase 2,Partition,20,51,pending,busy,40
5,Partition phase 3,Partition,200,32,pending,busy,40
5,Pipes in the floor,Plumbing,0,69,completed,available,40
5,Pipes in the wall,Plumbing,190,37,pending,available,40
5,Wall tiling,Tiling,290,27,pending,busy,40
5,Electric conduits in the floor,Electricity,0,51,completed,available,41
5,Electric conduits in the wall,Electricity,180,41,pending,available,41
5,Floor tiling,Tiling,720,62,pending,busy,41
5,Gravel base layer,Gravel,0,34,completed,available,41
5,Partition phase 1,Partition,750,55,pending,busy,41
5,Partition phase 2,Partition,20,51,pending,busy,41
5,Partition phase 3,Partition,200,32,pending,busy,41
5,Pipes in the floor,Plumbing,0,69,completed,available,41
5,Pipes in the wall,Plumbing,190,37,pending,available,41
5,Wall tiling,Tiling,290,27,pending,busy,41
5,Electric conduits in the floor,Electricity,0,51,completed,available,42
5,Electric conduits in the wall,Electricity,180,41,pending,available,42
5,Floor tiling,Tiling,720,62,pending,busy,42
5,Gravel base layer,Gravel,0,34,completed,available,42
5,Partition phase 1,Partition,750,55,pending,busy,42
5,Partition phase 2,Partition,20,51,pending,busy,42
5,Partition phase 3,Partition,200,32,pending,busy,42
5,Pipes in the floor,Plumbing,0,69,completed,available,42
5,Pipes in the wall,Plumbing,190,37,pending,available,42
5,Wall tiling,Tiling,290,27,pending,busy,42
5,Electric conduits in the floor,Electricity,0,51,completed,available,43
5,Electric conduits in the wall,Electricity,180,41,pending,available,43
5,Floor tiling,Tiling,720,62,pending,busy,43
5,Gravel base layer,Gravel,0,34,completed,available,43
5,Partition phase 1,Partition,750,55,pending,busy,43
5,Partition phase 2,Partition,20,51,pending,busy,43
5,Partition phase 3,Partition,200,32,pending,busy,43
5,Pipes in the floor,Plumbing,0,69,completed,available,43
5,Pipes in the wall,Plumbing,190,37,pending,available,43
5,Wall tiling,Tiling,290,27,pending,busy,43
5,Electric conduits in the floor,Electricity,0,51,completed,available,44
5,Electric conduits in the wall,Electricity,180,41,pending,available,44
5,Floor tiling,Tiling,720,62,pending,busy,44
5,Gravel base layer,Gravel,0,34,completed,available,44
5,Partition phase 1,Partition,750,55,pending,busy,44
5,Partition phase 2,Partition,20,51,pending,busy,44
5,Partition phase 3,Partition,200,32,pending,busy,44
5,Pipes in the floor,Plumbing,0,69,completed,busy,44
5,Pipes in the wall,Plumbing,190,37,pending,busy,44
5,Wall tiling,Tiling,290,27,pending,busy,44
5,Electric conduits in the floor,Electricity,0,51,completed,available,45
5,Electric conduits in the wall,Electricity,180,41,pending,available,45
5,Floor tiling,Tiling,720,62,pending,busy,45
5,Gravel base layer,Gravel,0,34,completed,available,45
5,Partition phase 1,Partition,750,55,pending,busy,45
5,Partition phase 2,Partition,20,51,pending,busy,45
5,Partition phase 3,Partition,200,32,pending,busy,45
5,Pipes in the floor,Plumbing,0,69,completed,busy,45
5,Pipes in the wall,Plumbing,190,37,pending,busy,45
5,Wall tiling,Tiling,290,27,pending,busy,45
5,Electric conduits in the floor,Electricity,0,51,completed,available,46
5,Electric conduits in the wall,Electricity,180,41,pending,available,46
5,Floor tiling,Tiling,720,62,pending,busy,46
5,Gravel base layer,Gravel,0,34,completed,available,46
5,Partition phase 1,Partition,750,55,pending,busy,46
5,Partition phase 2,Partition,20,51,pending,busy,46
5,Partition phase 3,Partition,200,32,pending,busy,46
5,Pipes in the floor,Plumbing,0,69,completed,busy,46
5,Pipes in the wall,Plumbing,190,37,pending,busy,46
5,Wall tiling,Tiling,290,27,pending,busy,46
5,Electric conduits in the floor,Electricity,0,51,completed,available,47
5,Electric conduits in the wall,Electricity,180,41,pending,available,47
5,Floor tiling,Tiling,720,62,pending,busy,47
5,Gravel base layer,Gravel,0,34,completed,available,47
5,Partition phase 1,Partition,750,55,pending,busy,47
5,Partition phase 2,Partition,20,51,pending,busy,47
5,Partition phase 3,Partition,200,32,pending,busy,47
5,Pipes in the floor,Plumbing,0,69,completed,busy,47
5,Pipes in the wall,Plumbing,190,37,pending,busy,47
5,Wall tiling,Tiling,290,27,pending,busy,47
5,Electric conduits in the floor,Electricity,0,51,completed,available,48
5,Electric conduits in the wall,Electricity,180,41,pending,available,48
5,Floor tiling,Tiling,720,62,pending,busy,48
5,Gravel base layer,Gravel,0,34,completed,available,48
5,Partition phase 1,Partition,750,55,pending,busy,48
